1400_1.png,31.03457689,0.975484133,30.93977213,0.955130756,0.094804764,2.555905819,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1400_10.png,30.67755938,0.954927921,26.02598906,0.905374765,4.65157032,0.167707124,TRUE,,,,,
1400_2.png,30.90873003,0.97399658,30.39764166,0.952844858,0.511088371,,,,,,,
1400_3.png,30.88365793,0.972794056,30.04072428,0.948605239,0.842933655,,,,,,,
1400_4.png,31.15641832,0.97140193,29.2933774,0.943762958,1.863040924,,,,,,,
1400_5.png,31.28548145,0.969772458,28.73814583,0.938075185,2.547335625,,,,,,,
1400_6.png,31.25008106,0.966587722,28.2640624,0.93334192,2.986018658,,,,,,,
1400_7.png,31.07826233,0.962991655,27.65998363,0.925739288,3.418278694,,,,,,,
1400_8.png,31.22965097,0.961528063,27.13324547,0.919141769,4.096405506,,,,,,,
1400_9.png,31.15965128,0.958251357,26.61206961,0.912449718,4.547581673,,,,,,,
1401_1.png,34.30771351,0.980143547,33.26816797,0.964185596,1.039545536,2.856332064,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1401_10.png,32.51797199,0.971885204,28.07991982,0.938554764,4.438052177,0.13252634,TRUE,,,,,
1401_2.png,34.20558214,0.979768217,33.05985212,0.961327255,1.145730019,,,,,,,
1401_3.png,33.93811941,0.978777528,32.29064465,0.957402587,1.647474766,,,,,,,
1401_4.png,33.7164402,0.977519214,31.47470236,0.95376575,2.241737843,,,,,,,
1401_5.png,33.49036694,0.976622283,30.80732346,0.951468587,2.68304348,,,,,,,
1401_6.png,33.04257393,0.975100219,30.17469645,0.949506938,2.867877483,,,,,,,
1401_7.png,33.36397171,0.974673927,29.3358016,0.945825279,4.028170109,,,,,,,
1401_8.png,33.19289446,0.974360108,28.83527517,0.943464637,4.357619286,,,,,,,
1401_9.png,32.46886492,0.97231406,28.35479498,0.941079319,4.114069939,,,,,,,
